悪衣悪食, あくいあくしょく, 衣服や食べ物が粗末であること
不平不満, ふへいふまん, 自分の影響力の及ばない範囲の物事が、思い通りにならずに満足できないこと。 文句や愚痴、クレームなどのこと
不昧不落, ふまいふらく, 因果からは逃れられない、誤魔化すことができない、という意味
不眠不休, ふみんふきゅう, 眠らず休まず集中して物事を行うこと。 一生懸命に物事に取り組む様子
不毛之地, ふもうのち, 土地や気候などの条件が悪く、作物の育成に不向きな土地。ひどく痩せた土地
不要不急, ふようふきゅう, 必要でもなく、急ぎでもないこと。 「要らず、急がず」という意味
不埒千万, ふらちせんばん, 法律や道理に従わないこと。または非常に無礼なこと
不労所得, ふろうしょとく, それを得るために労働する必要がない収入のこと。 利子、配当、賃料収入、印税、年金など
不老長寿, ふろうちょうじゅ, いつまでも老いを感じさせることなく長生きすること。 「不老」は、老いることがないこと
不老不死, ふろうふし, 老いることがなく、しかも死なないこと。 年を重ねても老人にならず、いつまでも生き続けること
付和雷同, ふわらいどう, 自分の考えがなく、他人の意見にすぐ賛成すること。 「付和」は簡単に他人の意見に賛成すること
粉飾決算, ふんしょくけっさん, 企業会計で、会社の財政や経営の実態を捏造ねつぞうして報告し決算すること
紛然雑然, ふんぜんざつぜん, 物事がまとまりなく入り乱れていること。 同義語：「雑然紛然ざつぜんふんぜん」
奮励努力, ふんれいどりょく, 気力を奮い起こして物事に取り組むこと
武運長久, ぶうんちょうきゅう, 戦いで運が長く続くこと。また、出征した兵がいつまでも無事なこと
武芸百般, ぶげいひゃっぱん, ありとあらゆる武芸、武道、武術をまとめていう言葉
無事息災, ぶじそくさい, 病気や災いなど、心配事がなく平穏に暮らしていること。 「無事」は特別なことが何もないこと
物換星移, ぶっかんせいい, 時の流れと共に物事が置き換わり、星も移り変わるように、年月をかけて少しずつ世の中が変化していくこと
物議騒然, ぶつぎそうぜん, ある話題で世の中が騒々しくなること。 「物議」は、世間の噂
物情騒然, ぶつじょうそうぜん, 世の中が落ち着かず騒がしいこと。不穏な様子
物物交換, ぶつぶつこうかん, 物品と物品を交換すること。 通貨が存在しなかった時代の決済手段
舞文曲筆, ぶぶんきょくひつ, 無理に文章を飾り、事実と違うことを書くこと。 「舞文」は無理にことばをもてあそんだりして文を作ること
文化遺産, ぶんかいさん, 前代から現代に伝わってきた、後世に残すべきと考えられている文化や文化財
文芸復興, ぶんげいふっこう, フランス語のルネサンス（Renaissance）の訳語
文武一途, ぶんぶいっと, 文官と武官との区別がないこと。 文事と武事が偏ることを戒める言葉
聞風喪胆, ぶんぷうそうたん, 噂話や評判を聞いて激しく驚くこと。 「聞風」は噂を耳にすること
平穏無事, へいおんぶじ, 特に変わったこともなく穏やかな状態のこと。 別表記：「無事平穏ぶじへいおん」
平気虚心, へいききょしん, 平常心。疑念や不満を無くし、心を穏やかにすること
閉月羞花, へいげつしゅうか, 月も恥じらい姿を隠し、花も閉じてしまうという意味で、並外れた美しさの女性の形容。 「沈魚落雁」と対になっている言葉
平衡感覚, へいこうかんかく, 身体の位置や姿勢・動作などの変化を感知する感覚。 三半規管から神経（平衡神経）を通じて脳に伝えられる
兵荒馬乱, へいこうばらん, 戦争によって世の中が乱され、荒れ果ててしまった状態のこと。 「兵荒れ馬乱る」と訓読する
平沙万里, へいさばんり, 広大な砂漠のこと。 「平沙」は平坦で広大な砂原のこと
平談俗語, へいだんぞくご, 日常の会話で話される普通の言葉。 「平談」は日常の会話
平平凡凡, へいへいぼんぼん, ありふれたこと。普通なこと
碧落一洗, へきらくいっせん, 雨が降った後に、空が澄んで綺麗に晴れ渡ること。 「碧落」は青い空
壁立千仞, へきりつせんじん, 断崖が壁のように高く険しく切り立っていること。 仏教用語で、悟りを得るための道のりが非常に険しいことの喩え
変幻出没, へんげんしゅつぼつ, 自在に姿を変えたり、あちこちに現われたり隠れたりすること
変幻自在, へんげんじざい, 思うがままに変化できること。 現れたり消えたりが自由自在であること
片言隻語, へんげんせきご, ほんの僅かな短い言葉。 「片言」も「隻語」も、どちらも少しの言葉や一言だけの短い言葉という意味
片利共生, へんりきょうせい, 片方の生物のみが利益を受け、他方には利害がないと考えられる共生
米塩博弁, べいえんはくべん, 多方面にわたって、広い範囲で詳細に議論して話し合うこと
縫衣浅帯, ほういせんたい, 袖の下から両腋を縫い合わせた服と広い帯のことで、儒者、学者、文人を意味する
報恩謝徳, ほうおんしゃとく, 受けた恩に感謝の気持ちを持つこと。 「恩に報い徳に謝す」と訓読する
法界悋気, ほうかいりんき, 自分に無関係な人のことを妬むこと。 嫉妬
放歌高吟, ほうかこうぎん, 周りを気にせずに大声で歌うこと。 別表記：「高歌放吟こうかほうぎん」「高吟放歌こうぎんほうか」
烽火連天, ほうかれんてん, 戦いの舞台があらゆる場所に飛び火していくこと
奉公守法, ほうこうしゅほう, 法を守り、公務をしっかりと遂行すること。 公務員の務めのこと
飽食終日, ほうしょくしゅうじつ, 一日中、食べてばかりで、他は何もせずに過ごすこと。 「飽食」は飽きるほど食べること
抱薪救火, ほうしんきゅうか, 被害を取り払おうとして、かえってそれを助長してしまうこと。 火を消すのに薪を抱えて行くという意味
